"Claim number","Response Date","Response"
"AR-MABTH/36150/784",1999-01-22,"N"
"AR-MABTH/37602/367",2003-04-11,"rejected"
"AR-MABTH/38506/576",2005-11-18,"declined"
"AR-MABTH/38923/355",2006-10-04,"Approved"
"AR-MABTH/39035/566",2007-06-19,"rejected"
"AR-MABTH/39764/766",2009-02-02,"rejected"
"AR-MABTH/39764/192",2009-02-02,"NO"
"AR-MABTH/39953/423",2009-07-31,"YES"
"AR-MABTH/40303/859",2010-07-06,"Approved"
"AR-MABTH/40588/103",2011-05-12,"yes"
"AR-MABTH/40588/172",2011-05-12,"declined"
"AR-MABTH/40893/317",2012-03-19,"Y"
"AR-MABTH/41432/542",2015-05-29,"APPROVED"
"AR-MABTH/41432/892",2015-05-29,"NO"
"AR-MABTH/41432/728",2015-05-29,"YES"
"AR-MABTH/41432/516",2015-05-29,"Y"
"AR-MABTH/35647/906",1998-02-13,"yes"
"AR-MABTH/36150/505",1999-01-22,"yes"
"AR-MABTH/37602/843",2003-04-11,"APPROVED"
"AR-MABTH/38506/612",2005-11-18,"Y"
"AR-MABTH/38923/611",2006-10-04,"Y"
"AR-MABTH/39035/555",2007-06-19,"Approved"
"AR-MABTH/39764/519",2009-02-02,"Y"
"AR-MABTH/39764/187",2009-02-02,"N"
"AR-MABTH/39953/962",2009-07-31,"rejected"
"AR-MABTH/40303/968",2010-07-06,"rejected"
"AR-MABTH/40588/263",2011-05-12,"rejected"
"AR-MABTH/40588/236",2011-05-12,"app"
"AR-MABTH/40893/753",2012-03-19,"Approved"
"AR-MADOP/34326/465",1994-07-27,"rejected"
"AR-MADOP/35569/119",1997-07-30,"Y"
"AR-MADOP/34326/754",1994-07-27,"Approved"
"AR-MADOP/35569/201",1997-07-30,"yes"
"AR-MADOP/35569/627",1997-07-30,"YES"
"AR-MADOP/30608/751",1986-04-08,"Approved"
"AR-MADOP/32668/449",1991-10-17,"APPROVED"
"AR-MADOP/35569/196",1997-07-30,"NO"
"AR-MIRCE/39395/835",2008-06-06,"app"
"AR-MIRCE/39786/867",2009-06-01,"rejected"
"AR-MIRCE/39395/111",2008-06-06,"Y"
"AR-MIRCE/39395/446",2008-06-06,"APPROVED"
"AR-MIRCE/39395/343",2008-06-06,"APPROVED"
"AR-MIRCE/39786/934",2009-06-01,"app"
"AR-MIRCE/39786/286",2009-06-01,"N"
"AR-MIRCE/39395/461",2008-06-06,"rejected"
"AR-MIRCE/39786/194",2009-06-01,"NO"
"AR-MIRCE/39395/665",2008-06-06,"rejected"
"AR-MIRCE/39395/828",2008-06-06,"YES"
"AR-MIRCE/39786/994",2009-06-01,"NO"
"AR-MIRCE/39395/612",2008-06-06,"Y"
"AR-MIRCE/39395/675",2008-06-06,"declined"
"AR-MIRCE/39395/247",2008-06-06,"APPROVED"
"AR-MIRCE/39395/887",2008-06-06,"N"
"AR-MIRCE/39242/582",2008-06-06,"N"
"AR-MIRCE/39395/414",2008-06-06,"Y"
"AR-MIRCE/39395/804",2008-06-06,"yes"
"AR-MIRCE/39395/180",2008-06-06,"N"
"AR-MIRCE/39395/716",2008-06-06,"Y"
"AR-NEORE/36691/572",2000-10-11,"declined"
"AR-NEORE/36691/382",2000-10-11,"N"
"AR-NEORE/36691/917",2000-10-11,"Y"
"AR-NEORE/36691/112",2000-10-11,"Y"
"AR-NEORE/36691/842",2000-10-11,"APPROVED"
"AR-NEORE/37341/476",2002-05-14,"declined"
"AR-NEORE/37341/547",2002-05-14,"APPROVED"
"AR-NEORE/38807/798",2006-09-06,"NO"
"AR-NEORE/39461/211",2008-04-17,"Y"
"AR-NEORE/36691/649",2000-10-11,"APPROVED"
"AR-NEORE/36691/467",2000-10-11,"rejected"
"AR-NEORE/36691/672",2000-10-11,"declined"
"AR-NEORE/36691/950",2000-10-11,"Approved"
"AR-NEORE/36691/796",2000-10-11,"NO"
"AR-NEORE/37341/368",2002-05-14,"rejected"
"AR-NEORE/37341/924",2002-05-14,"YES"
"AR-NEORE/38807/506",2006-09-06,"yes"
"AR-NEORE/39461/621",2008-04-17,"YES"
"AR-NEORE/36756/538",2000-11-28,"app"
"AR-NEORE/36756/557",2000-11-28,"Approved"
"AR-NEORE/36756/135",2000-11-28,"app"
"AR-NEORE/36756/193",2000-11-28,"NO"
"AR-NEORE/36756/992",2000-11-28,"NO"
"AR-NEORE/37341/190",2002-05-14,"NO"
"AR-NEORE/36756/146",2002-05-14,"APPROVED"
"AR-NEORE/38807/581",2006-09-06,"N"
"AR-NEORE/39461/681",2008-04-17,"N"
"AR-NEORE/36691/595",2000-10-11,"NO"
"AR-NEORE/36691/421",2000-10-11,"YES"
"AR-NEORE/36691/893",2000-10-11,"NO"
"AR-NEORE/36691/482",2000-10-11,"N"
"AR-NEORE/36691/816",2000-10-11,"Y"
"AR-NEORE/37341/910",2002-05-14,"Y"
"AR-NEORE/37341/250",2002-05-14,"Approved"
"AR-NEORE/38807/995",2006-09-06,"NO"
"AR-NEORE/39461/604",2008-04-17,"yes"
"AR-NEORE/38565/769",2006-05-05,"rejected"
"AR-NEORE/38565/226",2006-05-05,"YES"
"AR-NEORE/38565/699",2006-05-05,"NO"
"AR-NEORE/38565/748",2006-05-05,"APPROVED"
"AR-NEORE/38565/450",2006-05-05,"Approved"
"AR-NEORE/38565/828",2006-05-05,"YES"
"AR-NEORE/38565/642",2006-05-05,"APPROVED"
"AR-NEORE/38807/833",2006-09-06,"app"
"AR-NEORE/39461/728",2008-04-17,"YES"
"AR-NEORE/36756/406",2000-11-28,"yes"
"AR-NEORE/36756/729",2000-11-28,"YES"
"AR-NEORE/36756/211",2000-11-28,"Y"
"AR-NEORE/36756/476",2000-11-28,"declined"
"AR-NEORE/36756/289",2000-11-28,"N"
"AR-NEORE/37341/783",2002-05-14,"N"
"AR-NEORE/37341/577",2002-05-14,"declined"
"AR-NEORE/38807/739",2006-09-06,"app"
"AR-NEORE/39461/343",2008-04-17,"APPROVED"
"AR-NEORE/36756/651",2000-11-28,"Approved"
"AR-NEORE/36756/649",2000-11-28,"APPROVED"
"AR-NEORE/36756/778",2000-11-28,"declined"
"AR-NEORE/36756/158",2000-11-28,"Approved"
"AR-NEORE/37341/344",2002-05-14,"APPROVED"
"AR-NEORE/37341/360",2002-05-14,"rejected"
"AR-NEORE/36756/977",2002-11-28,"declined"
"AR-NEORE/38807/585",2006-09-06,"N"
"AR-NEORE/39461/415",2008-04-17,"Y"
"AR-NEORE/36691/364",2000-10-11,"rejected"
"AR-NEORE/36691/372",2000-10-11,"declined"
"AR-NEORE/36691/819",2000-10-11,"Y"
"AR-NEORE/36691/855",2000-10-11,"Approved"
"AR-NEORE/36691/273",2000-10-11,"declined"
"AR-NEORE/37341/228",2002-05-14,"YES"
"AR-NEORE/37341/499",2002-05-14,"NO"
"AR-NEORE/38807/824",2006-09-06,"YES"
"AR-NEORE/39461/138",2008-04-17,"app"
"AR-NEORE/36756/512",2000-11-28,"Y"
"AR-NEORE/36756/187",2000-11-28,"N"
"AR-NEORE/36756/705",2000-11-28,"yes"
"AR-NEORE/36756/711",2000-11-28,"Y"
"AR-NEORE/36756/700",2000-11-28,"yes"
"AR-NEORE/37341/505",2002-05-14,"yes"
"AR-NEORE/37341/174",2002-05-14,"declined"
"AR-NEORE/38807/984",2006-09-06,"N"
"AR-NEORE/39461/797",2008-04-17,"NO"
"AR-NEORE/36756/260",2000-11-28,"rejected"
"AR-NEORE/36756/566",2000-11-28,"rejected"
"AR-NEORE/36756/406",2000-11-28,"yes"
"AR-NEORE/36756/433",2000-11-28,"app"
"AR-NEORE/36756/163",2000-11-28,"rejected"
"AR-NEORE/36611/859",2002-05-14,"Approved"
"AR-NEORE/37341/447",2002-05-14,"APPROVED"
"AR-NEORE/38807/907",2006-09-06,"yes"
"AR-NEORE/39461/476",2008-04-17,"declined"
"AR-NEULA/38623/298",2006-07-06,"NO"
"AR-NEUPO/35703/610",1998-03-12,"Y"
"AR-NEUPO/35703/494",1998-03-12,"NO"
"AR-NEUPO/37826/265",2004-02-09,"rejected"
"AR-NEUPO/37826/880",2004-02-09,"N"
"AR-NEUPO/37826/965",2004-02-09,"rejected"
"AR-NEUPO/37826/666",2004-02-09,"rejected"
"AR-NEUPO/35230/322",1996-09-05,"YES"
"AR-NEUPO/35230/896",1996-09-05,"NO"
"AR-NEUPO/37826/937",2004-02-09,"app"
"AR-NEUPO/37826/645",2004-02-09,"APPROVED"
"AR-NEUPO/37826/112",2004-02-09,"Y"
"AR-NEUPO/37826/107",2004-02-09,"yes"
"AR-NEUPO/35703/128",1998-03-12,"YES"
"AR-NEUPO/35703/757",1998-03-12,"Approved"
"AR-NEUPO/37826/225",2004-02-09,"YES"
"AR-NEUPO/37826/300",2004-02-09,"yes"
"AR-NEUPO/37826/434",2004-02-09,"app"
"AR-NEUPO/37826/697",2004-02-09,"NO"
"AR-NEUPO/35230/688",1996-09-05,"N"
"AR-NEUPO/35230/950",1996-09-05,"Approved"
"AR-NEUPO/37826/959",2004-02-09,"Approved"
"AR-NEUPO/37826/193",2004-02-09,"NO"
"AR-NEUPO/37826/308",2004-02-09,"yes"
"AR-NEUPO/37826/879",2004-02-09,"declined"
"AR-NEUPO/33284/136",1991-09-05,"app"
"AR-NEUPO/33284/863",1991-09-05,"rejected"
"AR-NEUPO/37826/931",2004-02-09,"app"
"AR-NEUPO/37826/442",2004-02-09,"APPROVED"
"AR-NEUPO/37826/709",2004-02-09,"yes"
"AR-NEUPO/37826/295",2004-02-09,"NO"
"AR-NEUPO/33284/511",1991-09-05,"Y"
"AR-NEUPO/33284/791",1991-09-05,"NO"
"AR-NEUPO/37826/208",2004-02-09,"yes"
"AR-NEUPO/37826/639",2004-02-09,"app"
"AR-NEUPO/37826/623",2004-02-09,"YES"
"AR-NEUPO/37826/109",2004-02-09,"yes"
"AR-PEGAS/40884/693",2012-11-22,"NO"
"AR-PEGAS/40884/637",2012-11-22,"app"
"AR-PEGAS/40884/815",2012-11-22,"Y"
"AR-PEGAS/40884/544",2012-11-22,"APPROVED"
"AR-PEGAS/40884/383",2012-11-22,"N"
"AR-PEGAS/40884/737",2012-11-22,"app"
"AR-PEGAS/40884/784",2012-11-22,"N"
"AR-PEGAS/40884/865",2012-11-22,"rejected"
"AR-PEGAS/40884/996",2012-11-22,"NO"
"AR-PEGAS/40884/909",2012-11-22,"yes"
"AR-PEGAS/40884/732",2012-11-22,"app"
"AR-PEGAS/40884/911",2012-11-22,"Y"
"AR-PEGAS/40884/908",2012-11-22,"yes"
"AR-PEGAS/40884/175",2012-11-22,"declined"
"AR-PEGAS/40884/516",2012-11-22,"Y"
"AR-PEGAS/40884/370",2012-11-22,"declined"
"AR-PEGAS/40884/788",2012-11-22,"N"
"AR-PEGAS/40884/684",2012-11-22,"N"
"AR-PEGAS/37616/991",2003-06-26,"NO"
"AR-PEGAS/37616/645",2003-06-26,"APPROVED"
"AR-PEGAS/38377/486",2005-08-10,"N"
"AR-PEGAS/38377/430",2005-08-10,"app"
"AR-PEGAS/38786/458",2006-04-11,"Approved"
"AR-PEGAS/39400/872",2008-02-15,"declined"
"AR-PEGAS/39701/933",2008-11-28,"app"
"AR-PEGAS/40331/932",2010-09-02,"app"
"AR-PEGAS/40884/887",2012-11-22,"N"
"AR-PEGAS/37616/168",2003-06-26,"rejected"
"AR-PEGAS/37798/251",2003-06-26,"Approved"
"AR-PEGAS/38377/816",2005-08-10,"Y"
"AR-PEGAS/38377/951",2005-08-10,"Approved"
"AR-PEGAS/38786/605",2006-04-11,"yes"
"AR-PEGAS/39400/899",2008-02-15,"NO"
"AR-PEGAS/39701/932",2008-11-28,"app"
"AR-PEGAS/40331/492",2010-09-02,"NO"
"AR-PEGAS/40884/592",2012-11-22,"NO"
"AR-PEGAS/37102/193",2002-02-20,"NO"
"AR-PEGAS/37102/859",2002-02-20,"Approved"
"AR-PEGAS/37616/684",2003-06-26,"N"
"AR-PEGAS/38377/482",2005-08-10,"N"
"AR-PEGAS/38377/953",2005-08-10,"Approved"
"AR-PEGAS/38786/418",2006-04-11,"Y"
"AR-PEGAS/39701/295",2008-11-28,"NO"
"AR-PEGAS/40331/561",2010-02-09,"rejected"
"AR-PEGAS/40884/144",2012-11-22,"APPROVED"
"AR-PEGAS/37102/987",2002-02-20,"N"
"AR-PEGAS/37102/302",2002-02-20,"yes"
"AR-PEGAS/37616/146",2003-06-26,"APPROVED"
"AR-PEGAS/38377/356",2005-08-10,"Approved"
"AR-PEGAS/38377/418",2005-08-10,"Y"
"AR-PEGAS/38786/258",2006-04-11,"Approved"
"AR-PEGAS/39701/488",2008-11-28,"N"
"AR-PEGAS/40331/369",2010-09-02,"rejected"
"AR-PEGAS/40884/746",2012-11-22,"APPROVED"
"AR-PERJE/41095/107",2013-04-25,"yes"
"AR-PERJE/41667/692",2015-02-24,"NO"
"AR-PULMO/34281/659",1994-01-25,"Approved"
"AR-PULMO/35867/205",2000-09-25,"yes"
"AR-PULMO/38807/518",2006-07-17,"Y"
"AR-RAPIL/35643/802",1997-09-02,"yes"
"AR-RIVOT/26988/318",1974-06-21,"Y"
"AR-RIVOT/35929/727",1998-10-16,"YES"
"AR-RIVOT/35929/243",1998-10-16,"APPROVED"
"AR-RIVOT/35929/277",1998-10-16,"declined"
"AR-RIVOT/26988/102",1974-06-21,"yes"
"AR-RIVOT/35929/614",1998-10-16,"Y"
"AR-RIVOT/35929/973",1998-10-16,"declined"
"AR-RIVOT/26988/813",1974-06-21,"Y"
"AR-RIVOT/35929/554",1998-10-16,"Approved"
"AR-RIVOT/35929/931",1998-10-16,"app"
"AR-ROACC/31317/153",1989-01-23,"Approved"
"AR-ROACC/34800/643",1995-05-09,"APPROVED"
"AR-ROACC/36144/856",2000-02-08,"Approved"
"AR-ROACC/31317/289",1989-01-23,"N"
"AR-ROACC/34800/941",1995-05-09,"APPROVED"
"AR-ROACC/36144/539",2000-02-08,"app"
"AR-ROACC/31317/378",1989-01-23,"declined"
"AR-ROACC/31317/521",1989-01-23,"YES"
"AR-ROCAL/29406/970",1982-06-25,"declined"
"AR-ROCAL/29406/408",1982-06-25,"yes"
"AR-ROCAL/29406/949",1982-06-25,"APPROVED"
"AR-ROCAL/29406/126",1982-06-25,"YES"
"AR-ROCAL/35774/788",1999-11-02,"N"
"AR-ROCAL/29406/190",1982-06-25,"NO"
"AR-ROCAL/29406/227",1982-06-25,"YES"
"AR-ROCAL/29406/985",1982-06-25,"N"
"AR-ROCAL/29406/223",1982-06-25,"YES"
"AR-ROCAL/35774/494",1999-11-02,"NO"
"AR-ROCEP/30340/696",1983-11-21,"NO"
"AR-ROCEP/34743/780",1996-10-01,"N"
"AR-ROCEP/34743/797",1996-10-01,"NO"
"AR-ROCEP/34743/478",1996-10-01,"declined"
"AR-ROCEP/34743/495",1996-10-01,"NO"
"AR-ROCEP/34743/681",1996-10-01,"N"
"AR-ROCEP/34743/545",1996-10-01,"APPROVED"
"AR-ROCEP/34743/313",1996-10-01,"Y"
"AR-ROCEP/34743/754",1996-10-01,"Approved"
"AR-ROCEP/34743/633",1996-10-01,"app"
"AR-ROCEP/34743/308",1996-10-01,"yes"
"AR-ROCEP/34743/991",1996-10-01,"NO"
"AR-ROCEP/34743/866",1996-10-01,"rejected"
"AR-ROCEP/39184/395",2007-10-01,"NO"
"AR-ROCEP/39184/366",2007-10-01,"rejected"
"AR-ROCEP/39184/415",2007-10-01,"Y"
"AR-ROCEP/30340/877",1983-11-21,"declined"
"AR-ROCEP/34743/795",1996-10-01,"NO"
"AR-ROCEP/34743/384",1996-10-01,"N"
"AR-ROCEP/34743/951",1996-10-01,"Approved"
"AR-ROCEP/34743/650",1996-10-01,"Approved"
"AR-ROCEP/34743/571",1996-10-01,"declined"
"AR-ROCEP/34743/677",1996-10-01,"declined"
"AR-ROCEP/34743/524",1996-10-01,"YES"
"AR-ROCEP/34743/503",1996-10-01,"yes"
"AR-ROCEP/34743/415",1996-10-01,"Y"
"AR-ROCEP/34743/632",1996-10-01,"app"
"AR-ROCEP/34743/967",1996-10-01,"rejected"
"AR-ROCEP/34743/456",1996-10-01,"Approved"
"AR-ROCEP/39184/281",2007-10-01,"N"
"AR-ROCEP/39184/528",2007-10-01,"YES"
"AR-ROCEP/39184/663",2007-10-01,"rejected"
"AR-ROFER/35188/282",1996-10-09,"N"
"AR-ROFER/35188/222",1996-10-09,"YES"
"AR-ROFER/35188/615",1996-10-09,"Y"
"AR-ROFER/35188/404",1996-10-09,"yes"
"AR-ROFER/35188/151",1996-10-09,"Approved"
"AR-ROFER/35188/767",1996-10-09,"rejected"
"AR-ROFER/35188/858",1996-10-09,"Approved"
"AR-ROFER/35188/918",1996-10-09,"Y"
"AR-ROFER/35188/930",1996-10-09,"app"
"AR-ROFER/35188/997",1996-10-09,"NO"
"AR-ROFER/35188/325",1996-10-09,"YES"
"AR-ROFER/35188/280",1996-10-09,"N"
"AR-ROFER/36195/111",2000-03-31,"Y"
"AR-ROFER/36195/822",2000-03-31,"YES"
"AR-ROFER/36195/681",2000-03-31,"N"
"AR-ROFER/36858/581",2002-07-25,"N"
"AR-ROFER/35188/960",1996-10-09,"rejected"
"AR-ROFER/35188/488",1996-10-09,"N"
"AR-ROFER/35188/270",1996-10-09,"declined"
"AR-ROFER/35188/720",1996-10-09,"YES"
"AR-ROFER/35188/160",1996-10-09,"rejected"
"AR-ROFER/35188/357",1996-10-09,"Approved"
"AR-ROFER/35188/477",1996-10-09,"declined"
"AR-ROFER/35188/107",1996-10-09,"yes"
"AR-ROFER/35188/611",1996-10-09,"Y"
"AR-ROFER/35188/111",1996-10-09,"Y"
"AR-ROFER/35188/545",1996-10-09,"APPROVED"
"AR-ROFER/35188/750",1996-10-09,"Approved"
"AR-ROFER/36195/646",2000-03-31,"APPROVED"
"AR-ROFER/36195/344",2000-03-31,"APPROVED"
"AR-ROFER/36195/397",2000-03-31,"NO"
"AR-ROFER/36858/734",2002-07-25,"app"
"AR-ROFER/35382/210",1997-01-30,"Y"
"AR-ROFER/35382/302",1997-01-30,"yes"
"AR-ROFER/35382/756",1997-01-30,"Approved"
"AR-ROFER/35382/770",1997-01-30,"declined"
"AR-ROFER/35382/560",1997-01-30,"rejected"
"AR-ROFER/35382/474",1997-01-30,"declined"
"AR-ROFER/35382/503",1997-01-30,"yes"
"AR-ROFER/35382/674",1997-01-30,"declined"
"AR-ROFER/35382/981",1997-01-30,"N"
"AR-ROFER/35382/556",1997-01-30,"Approved"
"AR-ROFER/35382/471",1997-01-30,"declined"
"AR-ROFER/35382/429",1997-01-30,"YES"
"AR-ROFER/36195/916",2000-03-31,"Y"
"AR-ROFER/36195/490",2000-03-31,"NO"
"AR-ROFER/36195/894",2000-03-31,"NO"
"AR-ROFER/36858/377",2002-07-25,"declined"
"AR-ROFER/35188/228",1996-10-09,"YES"
"AR-ROFER/35188/190",1996-10-09,"NO"
"AR-ROFER/35188/371",1996-10-09,"declined"
"AR-ROFER/35188/721",1996-10-09,"YES"
"AR-ROFER/35188/772",1996-10-09,"declined"
"AR-ROFER/35188/426",1996-10-09,"YES"
"AR-ROFER/35188/928",1996-10-09,"YES"
"AR-ROFER/35188/530",1996-10-09,"app"
"AR-ROFER/35188/921",1996-10-09,"YES"
"AR-ROFER/35188/994",1996-10-09,"NO"
"AR-ROFER/35188/463",1996-10-09,"rejected"
"AR-ROFER/35188/770",1996-10-09,"declined"
"AR-ROFER/36195/126",2000-03-31,"YES"
"AR-ROFER/36195/179",2000-03-31,"declined"
"AR-ROFER/36195/631",2000-03-31,"app"
"AR-ROFER/36858/107",2002-07-25,"yes"
"AR-ROFER/35188/991",1996-10-09,"NO"
"AR-ROFER/35188/552",1996-10-09,"Approved"
"AR-ROFER/35188/265",1996-10-09,"rejected"
"AR-ROFER/35188/345",1996-10-09,"APPROVED"
"AR-ROFER/35188/983",1996-10-09,"N"
"AR-ROFER/35188/381",1996-10-09,"N"
"AR-ROFER/35188/185",1996-10-09,"N"
"AR-ROFER/35188/993",1996-10-09,"NO"
"AR-ROFER/35188/435",1996-10-09,"app"
"AR-ROFER/35188/840",1996-10-09,"APPROVED"
"AR-ROFER/35188/114",1996-10-09,"Y"
"AR-ROFER/35188/675",1996-10-09,"declined"
"AR-ROFER/36195/434",2000-03-31,"app"
"AR-ROFER/36195/264",2000-03-31,"rejected"
"AR-ROFER/36195/158",2000-03-31,"Approved"
"AR-ROFER/36858/796",2002-07-25,"NO"
"AR-ROFER/35188/710",1996-10-09,"Y"
"AR-ROFER/35188/324",1996-10-09,"YES"
"AR-ROFER/35188/833",1996-10-09,"app"
"AR-ROFER/35188/587",1996-10-09,"N"
"AR-ROFER/35188/831",1996-10-09,"app"
"AR-ROFER/35188/683",1996-10-09,"N"
"AR-ROFER/35188/587",1996-10-09,"N"
"AR-ROFER/35188/716",1996-10-09,"Y"
"AR-ROFER/35188/376",1996-10-09,"declined"
"AR-ROFER/35188/803",1996-10-09,"yes"
"AR-ROFER/35188/294",1996-10-09,"NO"
"AR-ROFER/35188/385",1996-10-09,"N"
"AR-ROFER/36195/677",2000-03-31,"declined"
"AR-ROFER/36195/595",2000-03-31,"NO"
"AR-ROFER/36195/833",2000-03-31,"app"
"AR-ROFER/36858/192",2002-07-25,"NO"
"AR-ROFER/35188/998",1996-10-09,"NO"
"AR-ROFER/35188/181",1996-10-09,"N"
"AR-ROFER/35188/745",1996-10-09,"APPROVED"
"AR-ROFER/35188/144",1996-10-09,"APPROVED"
"AR-ROFER/35188/277",1996-10-09,"declined"
"AR-ROFER/35188/552",1996-10-09,"Approved"
"AR-ROFER/35188/510",1996-10-09,"Y"
"AR-ROFER/35188/676",1996-10-09,"declined"
"AR-ROFER/35188/193",1996-10-09,"NO"
"AR-ROFER/35188/940",1996-10-09,"APPROVED"
"AR-ROFER/35188/664",1996-10-09,"rejected"
"AR-ROFER/35188/778",1996-10-09,"declined"
"AR-ROFER/36195/542",2000-03-31,"APPROVED"
"AR-ROFER/36195/672",2000-03-31,"declined"
"AR-ROFER/36195/200",2000-03-31,"yes"
"AR-ROFER/36858/199",2002-07-25,"NO"
"AR-ROFER/35382/784",1997-01-30,"N"
"AR-ROFER/35382/905",1997-01-30,"yes"
"AR-ROFER/35382/111",1997-01-30,"Y"
"AR-ROFER/35382/752",1997-01-30,"Approved"
"AR-ROFER/35382/211",1997-01-30,"Y"
"AR-ROFER/35382/716",1997-01-30,"Y"
"AR-ROFER/35382/494",1997-01-30,"NO"
"AR-ROFER/35382/660",1997-01-30,"rejected"
"AR-ROFER/35382/553",1997-01-30,"Approved"
"AR-ROFER/35382/261",1997-01-30,"rejected"
"AR-ROFER/35382/602",1997-01-30,"yes"
"AR-ROFER/35382/294",1997-01-30,"NO"
"AR-ROFER/36195/429",2000-03-31,"YES"
"AR-ROFER/36195/793",2000-03-31,"NO"
"AR-ROFER/36195/414",2000-03-31,"Y"
"AR-ROFER/35382/313",2002-07-25,"Y"
"AR-ROFER/35188/877",1996-10-09,"declined"
"AR-ROFER/35188/714",1996-10-09,"Y"
"AR-ROFER/35188/903",1996-10-09,"yes"
"AR-ROFER/35188/901",1996-10-09,"yes"
"AR-ROFER/35188/910",1996-10-09,"Y"
"AR-ROFER/35188/372",1996-10-09,"declined"
"AR-ROFER/35188/466",1996-10-09,"rejected"
"AR-ROFER/35188/489",1996-10-09,"N"
"AR-ROFER/35188/348",1996-10-09,"APPROVED"
"AR-ROFER/35188/552",1996-10-09,"Approved"
"AR-ROFER/35188/974",1996-10-09,"declined"
"AR-ROFER/35188/753",1996-10-09,"Approved"
"AR-ROFER/36195/381",2000-03-31,"N"
"AR-ROFER/36195/104",2000-03-31,"yes"
"AR-ROFER/36195/645",2000-03-31,"APPROVED"
"AR-ROFER/36858/260",2002-07-25,"rejected"
"AR-ROHYP/35745/555",1998-01-28,"Approved"
"AR-ROHYP/34793/929",1995-07-04,"YES"
"AR-TAMIF/39610/774",2009-05-15,"declined"
"AR-TAMIF/39610/371",2009-05-15,"declined"
"AR-TAMIF/40332/622",2010-07-21,"YES"
"AR-TAMIF/40413/383",2010-11-01,"N"
"AR-TAMIF/42297/648",2015-11-26,"APPROVED"
"AR-TAMIF/39610/729",2009-05-15,"YES"
"AR-TAMIF/39610/136",2009-05-15,"app"
"AR-TAMIF/40332/111",2010-07-21,"Y"
"AR-TAMIF/40413/221",2010-11-01,"YES"
"AR-TAMIF/42297/742",2015-11-26,"APPROVED"
"AR-TAMIF/36445/306",1999-11-24,"yes"
"AR-TAMIF/38492/670",2006-03-22,"declined"
"AR-TAMIF/38492/879",2006-03-22,"declined"
"AR-TAMIF/38492/516",2006-03-22,"Y"
"AR-TAMIF/38849/227",2006-11-14,"YES"
"AR-TAMIF/40332/987",2010-07-21,"N"
"AR-TAMIF/40413/514",2010-11-01,"Y"
"AR-TAMIF/42297/701",2015-11-26,"yes"
"AR-TAMIF/38492/267",2006-03-22,"rejected"
"AR-TAMIF/38492/931",2006-03-22,"app"
"AR-TAMIF/38849/322",2006-11-14,"YES"
"AR-TAMIF/40332/138",2010-07-21,"app"
"AR-TAMIF/40413/935",2010-11-01,"app"
"AR-TARCE/38544/641",2005-11-08,"APPROVED"
"AR-TARCE/38937/790",2006-11-24,"NO"
"AR-TARCE/40823/983",2011-12-07,"N"
"AR-TARCE/40823/252",2011-12-07,"Approved"
"AR-TARCE/38544/379",2005-11-08,"declined"
"AR-TARCE/38937/537",2006-11-24,"app"
"AR-TARCE/40823/512",2011-12-07,"Y"
"AR-TARCE/40823/640",2011-12-07,"APPROVED"
"AR-TARCE/38544/290",2005-11-08,"NO"
"AR-TARCE/38937/177",2006-11-24,"declined"
"AR-TARCE/40823/217",2011-12-07,"Y"
"AR-TARCE/40823/803",2011-12-07,"yes"
"AR-VALCY/39736/372",2009-09-23,"declined"
"AR-VALCY/39736/134",2009-09-23,"app"
"AR-VALCY/39736/225",2009-09-23,"YES"
"AR-VALCY/40473/575",2011-02-16,"declined"
"AR-VALCY/40473/799",2011-02-16,"NO"
"AR-VALCY/41039/181",2012-09-05,"N"
"AR-VALCY/41039/826",2012-09-05,"YES"
"AR-VALCY/41039/174",2012-09-05,"declined"
"AR-VALCY/42208/282",2015-11-12,"N"
"AR-VALCY/37258/126",2002-08-30,"YES"
"AR-VALCY/38105/471",2004-07-26,"declined"
"AR-VALCY/38105/725",2004-07-26,"YES"
"AR-VALCY/39736/225",2009-09-23,"YES"
"AR-VALCY/39736/838",2009-09-23,"app"
"AR-VALCY/39736/503",2009-09-23,"yes"
"AR-VALCY/40473/393",2011-02-16,"NO"
"AR-VALCY/40473/768",2011-02-16,"rejected"
"AR-VALCY/41039/162",2012-09-05,"rejected"
"AR-VALCY/41039/783",2012-09-05,"N"
"AR-VALCY/41039/488",2012-09-05,"N"
"AR-VALCY/42208/348",2015-11-12,"APPROVED"
"AR-VALIU/23474/827",1964-07-10,"YES"
"AR-VALIU/23474/888",1964-07-10,"N"
"AR-VALIU/23474/168",1964-07-10,"rejected"
"AR-VALIU/23474/312",1964-07-10,"Y"
"AR-VALIU/23474/194",1964-07-10,"NO"
"AR-VALIU/23474/177",1964-07-10,"declined"
"AR-VALIU/32259/795",1991-07-12,"NO"
"AR-VALIU/32259/994",1991-07-12,"NO"
"AR-VALIU/32259/175",1991-07-12,"declined"
"AR-VALIU/35559/389",1997-09-19,"N"
"AR-VALIU/22816/366",1962-08-03,"rejected"
"AR-VALIU/22816/967",1962-08-03,"rejected"
"AR-VALIU/22816/319",1962-08-03,"Y"
"AR-VALIU/22816/582",1962-08-03,"N"
"AR-VALIU/22816/441",1962-08-03,"APPROVED"
"AR-VALIU/22816/581",1962-08-03,"N"
"AR-VALIU/23053/886",1963-03-22,"N"
"AR-VALIU/23053/991",1963-03-22,"NO"
